번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
4259,개방화장실,법제3조제16호-영제3조제1항제1호,국사봉체육관,서울특별시 관악구 국회단지길 144,서울특별시 관악구 봉천동 산103-52,2,2,1,1,0,0,3,1,0,관악구시설관리공단,02-2081-2690,정시,06:00~20:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4260,개방화장실,법제3조제16호-영제3조제1항제1호,구민운동장,서울특별시 관악구 낙성대로 40,서울특별시 관악구 봉천동 산56-117,5,6,1,0,0,0,10,1,0,관악구시설관리공단,02-2081-2660,정시,06:00~20:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4261,개방화장실,법제3조제16호-영제3조제1항제1호,신림체육센터,서울특별시 관악구 난곡로58길 13,서울특별시 관악구 신림동 산197-31,4,8,0,1,1,0,4,0,1,관악구시설관리공단,02-2029-4505,정시,06:00~21:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2024-11-01
4262,개방화장실,법제3조제16호-영제3조제1항제1호,관악구민종합체육센터,서울특별시 관악구 낙성대로3길 37,서울특별시 관악구 봉천동 225,5,12,5,4,3,2,10,5,3,관악구시설관리공단,02-870-7614,정시,06:00~21:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2024-11-01
4263,개방화장실,법제3조제16호-영제3조제1항제1호,관악청소년센터,서울특별시 관악구 신림로23길 17,서울특별시 관악구 신림동 1522,3,3,0,0,0,0,6,0,0,관악구청 아동청소년과,02-879-6173,정시,06:00~21:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,2016-01,2024-11-01
4264,공중화장실,법제3조제16호-영제3조제1항제1호,관악세무서,서울특별시 관악구 문성로 187,서울특별시 관악구 신림동 438-2,9,10,0,0,0,0,7,0,0,관악세무서,02-2173-4246,정시,(평일)09:00∼18:00,,,,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-11-01
4265,공중화장실,법제3조제16호-영제3조제1항제1호,관악청년청,서울특별시 관악구 남부순환로1759,서울특별시 관악구 봉천동912-26,7,7,3,0,0,0,7,3,0,서울특별시 관악구청 청년정책과,02-883-8110,정시,화-토 : 10:00~21:00일 : 10:00~18:00,,,,공공기관-국가공공기관,수세식,Y,Y,장애인화장실,N,N,없음,,2024-11-01
4266,공중화장실,법제3조제16호-영제3조제1항제1호,관악구청,"서울특별시 관악구 관악로 145, 관악구청 (봉천동)",서울특별시 관악구 봉천동 1570-1 관악구청,3,3,1,0,0,0,4,1,0,관악구청 행정지원과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,남자화장실+여자화장실,,2024-11-01
4267,공중화장실,법제3조제8호,신림역(2),서울특별시 관악구 남부순환로 1614,서울특별시 관악구 신림동 1467-10 2호선 신림역사,6,7,0,0,0,1,13,0,0,서울교통공사,02-6110-2301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4268,공중화장실,법제3조제8호,봉천역(2),서울특별시 관악구 남부순환로 1721,서울특별시 관악구 봉천동 979-7 2호선 봉천역사,3,4,0,0,0,1,6,0,0,서울교통공사,02-6110-2291,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4269,공중화장실,법제3조제8호,서울대입구역(2),서울특별시 관악구 남부순환로 1822,서울특별시 관악구 봉천동 979-2 서울대입구역사,4,4,0,0,0,1,8,0,0,서울교통공사,02-6110-2281,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4270,공중화장실,법제3조제8호,낙성대역(2),서울특별시 관악구 남부순환로 1928,서울특별시 관악구 봉천동 1693-39 2호선 낙성대역사,6,5,0,0,0,1,11,0,0,서울교통공사,02-6110-2271,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4271,개방화장실,법제3조제16호-영제3조제1항제1호,경기버스라운지,"서울특별시 관악구 과천대로 943 3층,4층","서울특별시 관악구 남현동 1061-21 3층,4층",1,1,0,0,0,0,1,0,0,경기교통공사,02-584-2021,정시,10:00~22:00,,,,공공기관-국가공공기관,수세식,N,N,없음,Y,N,없음,,2024-11-01
4272,공중화장실,법제3조제16호-영제3조제1항제1호,대학동주민센터,서울특별시 관악구 신림로 111,서울특별시 관악구 신림동 1516,2,2,0,0,0,0,2,0,0,관악구 대학동주민센터,02-879-4803,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4273,공중화장실,법제3조제16호-영제3조제1항제1호,보라매동주민센터,서울특별시 관악구 봉천로 279-8,서울특별시 관악구 봉천동 661,2,2,0,0,0,0,2,0,0,관악구 보라매동주민센터,02-879-4201,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4274,공중화장실,법제3조제16호-영제3조제1항제1호,난향동주민센터,서울특별시 관악구 난곡로 67,서울특별시 관악구 신림동 1735-5,2,2,0,0,0,0,2,1,0,관악구 난향동주민센터,02-879-4660,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4275,공중화장실,법제3조제16호-영제3조제1항제1호,신원동주민센터,"서울특별시 관악구 신원로3길 13, 신원동 복합청사 (신림동)",서울특별시 관악구 신림동 1601-3 신원동 복합청사,1,2,1,0,0,0,3,1,0,관악구 신원동주민센터,02-879-4713,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,2020-04,2024-11-01
4276,공중화장실,법제3조제16호-영제3조제1항제1호,청림동주민센터,서울특별시 관악구 관악로40길 39,서울특별시 관악구 봉천동 1000,2,3,1,1,0,0,4,1,0,관악구 청림동주민센터,02-879-4321,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4277,공중화장실,법제3조제16호-영제3조제1항제1호,성현동주민센터,서울특별시 관악구 구암길 38,서울특별시 관악구 봉천동 1712-9,2,2,0,1,0,0,1,0,0,관악구 성현동주민센터,02-879-4261,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,남자화장실+여자화장실,,2024-11-01
4278,공중화장실,법제3조제16호-영제3조제1항제1호,신사동주민센터,"서울특별시 관악구 조원로 142, 신사동복합청사 (신림동)",서울특별시 관악구 신림동 492-4 신사동복합청사,2,4,0,0,0,0,2,0,0,관악구 신사동주민센터,02-879-4531,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4279,공중화장실,법제3조제16호-영제3조제1항제1호,난곡동주민센터,서울특별시 관악구 난곡로30길 40,서울특별시 관악구 신림동 633-56,1,2,1,0,0,0,3,1,0,관악구 난곡동주민센터,02-879-4621,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,남자화장실+여자화장실,,2024-11-01
4280,공중화장실,법제3조제16호-영제3조제1항제1호,청룡동주민센터,서울특별시 관악구 쑥고개로 44,서울특별시 관악구 봉천동 1539-1,2,3,0,0,0,0,3,0,0,관악구 청룡동주민센터,02-879-4383,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,Y,여자화장실,,2024-11-01
4281,공중화장실,법제3조제16호-영제3조제1항제1호,조원동주민센터,서울특별시 관악구 조원로12길 25,서울특별시 관악구 조원동 568-27,1,2,1,0,0,0,3,1,0,관악구 조원동주민센터,02-879-4563,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4282,공중화장실,법제3조제16호-영제3조제1항제1호,인헌동주민센터,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구 봉천동 1635-40,1,2,1,0,0,0,3,1,0,관악구 인헌동주민센터,02-879-4446,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4283,공중화장실,법제3조제16호-영제3조제1항제1호,서원동주민센터,서울특별시 관악구 신림로 282,서울특별시 관악구 신림동 1641-65,2,2,0,0,0,0,2,0,0,관악구 서원동주민센터,02-879-4683,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4284,공중화장실,법제3조제16호-영제3조제1항제1호,서림동주민센터,서울특별시 관악구 신림로29길 6,서울특별시 관악구 신림동 1694-7,2,1,1,1,0,0,1,1,0,관악구 서림동주민센터,02-879-4743,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,여자화장실,,2024-11-01
4285,공중화장실,법제3조제16호-영제3조제1항제1호,삼성동주민센터,서울특별시 관악구 호암로 589,서울특별시 관악구 신림동 1528,1,2,0,1,0,0,1,0,0,관악구 삼성동주민센터,02-879-4771,정시,09:00 ~ 18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4286,공중화장실,법제3조제16호-영제3조제1항제1호,은천동주민센터,서울특별시 관악구 봉천로33나길 30 은천동 복합청사,서울특별시 관악구 봉천동 905-29,2,2,0,0,0,0,3,0,0,관악구 은천동주민센터,02-879-4231,정시,09:00 ~ 18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4287,공중화장실,법제3조제16호-영제3조제1항제1호,미성동주민센터,서울특별시 관악구 난곡로 249,서울특별시 관악구 신림동 763-9,0,2,1,0,0,0,1,1,0,관악구 미성동주민센터,02-879-4591,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4288,공중화장실,법제3조제16호-영제3조제1항제1호,낙성대동주민센터,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구 봉천동1624-24,0,1,1,0,0,0,0,1,0,관악구 낙성대동주민센터,02-879-4415,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,2020-06,2024-11-01
4289,공중화장실,법제3조제16호-영제3조제1항제1호,남현동주민센터,서울특별시 관악구 남현1가길 29,서울특별시 관악구 남현동 1086-1,1,2,1,0,0,0,3,1,0,관악구 남현동주민센터,02-879-4471,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,남자화장실+여자화장실,,2024-11-01
4290,공중화장실,법제3조제16호-영제3조제1항제1호,행운동주민센터,서울특별시 관악구 행운1길 43,서울특별시 관악구 봉천동 1670-7,6,6,3,0,0,0,2,0,0,관악구 행운동주민센터,02-879-4353,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,Y,남자화장실+여자화장실,,2024-11-01
4291,공중화장실,법제3조제16호-영제3조제1항제1호,중앙동주민센터,서울특별시 관악구 양녕로6다길7,서울특별시 관악구 봉천동1512-7,5,8,0,0,0,0,13,2,0,관악구 중앙동주민센터,02-879-4293,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,Y,여자화장실,,2024-11-01
4292,공중화장실,법제3조제16호-영제3조제1항제1호,보건소,서울특별시 관악구 관악로 145,서울특별시 관악구 봉천동 1570-1,1,2,1,0,0,0,3,1,0,관악구청 보건행정과,02-879-7106,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4293,공중화장실,법제3조제16호-영제3조제1항제1호,민방위교육장,서울특별시 관악구 문성로16다길 135,서울특별시 관악구 신림동 737,3,17,1,0,0,0,4,0,0,서울특별시 관악구청 안전관리과,02-879-5825,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4294,공중화장실,법제3조제16호-영제3조제1항제1호,청림어울림 공중화장실,,서울특별시 관악구 봉천동 1717-11,1,2,1,0,0,0,3,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4295,공중화장실,법제3조제16호-영제3조제1항제1호,도림교 공중화장실,서울특별시 관악구 봉천로 170(신림동),서울특별시 관악구 신림동 1467-18,0,2,1,0,0,0,2,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-11-01
4296,공중화장실,법제3조제16호-영제3조제1항제1호,2-11서울대 입구 공중화장실,서울특별시 관악구 신림로 1,서울특별시 관악구 신림동 808-124,2,2,0,0,0,0,2,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4297,공중화장실,법제3조제16호-영제3조제1항제1호,2-10 예촌어린이공원 공중화장실,서울특별시 관악구 남현길 41,서울특별시 관악구 남현동 1083-1,0,2,1,0,0,0,2,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4298,공중화장실,법제3조제16호-영제3조제1항제1호,1-17 공중화장실,서울특별시 관악구 원신2길 33,서울특별시 관악구 신림동 808-495,1,2,1,0,0,0,3,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-11-01
4299,공중화장실,법제3조제16호-영제3조제1항제1호,1-13 공중화장실,서울특별시 관악구 원신5길 24-5,서울특별시 관악구 신림동 808-503,0,0,1,0,0,0,1,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4300,공중화장실,법제3조제16호-영제3조제1항제1호,1-12 공중화장실,서울특별시 관악구 원신2길 68-7,서울특별시 관악구 신림동 361-27,2,2,0,0,0,0,2,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4301,공중화장실,법제3조제16호-영제3조제1항제1호,1-11 공중화장실,서울특별시 관악구 원신길 108-5,서울특별시 관악구 신림동 808-499,2,1,0,0,0,0,2,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4302,공중화장실,법제3조제16호-영제3조제1항제1호,1-10 공중화장실,서울특별시 관악구 원신길 75,서울특별시 관악구 신림동 808-502,1,2,1,0,0,0,2,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-11-01
4303,공중화장실,법제3조제16호-영제3조제1항제1호,1-9 공중화장실,서울특별시 관악구 원신길 75,서울특별시 관악구 신림동 808-502,1,0,0,0,0,0,1,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4304,공중화장실,법제3조제16호-영제3조제1항제1호,1-8 공중화장실,서울특별시 관악구 원신길 90-5,서울특별시 관악구 신림동 808-498,2,1,0,0,0,0,2,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4305,공중화장실,법제3조제16호-영제3조제1항제1호,1-7 공중화장실,서울특별시 관악구 원신길 48-1,서울특별시 관악구 신림동 808-495,1,0,0,0,0,0,1,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4306,공중화장실,법제3조제16호-영제3조제1항제1호,1-6 공중화장실,서울특별시 관악구 원신2길 12-7,서울특별시 관악구 신림동 808-473,2,2,0,0,0,0,2,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4307,공중화장실,법제3조제16호-영제3조제1항제1호,1-5 공중화장실,서울특별시 관악구 원신길 59,서울특별시 관악구 신림동 808-501,1,0,0,0,0,0,1,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-11-01
4308,공중화장실,법제3조제16호-영제3조제1항제1호,1-4 공중화장실,서울특별시 관악구 원신길 49-1,서울특별시 관악구 신림동 808-142,2,1,0,0,0,0,2,0,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-11-01
4309,공중화장실,법제3조제16호-영제3조제1항제1호,1-3 봉림교 공중화장실,서울특별시 관악구 남부순환로 1583,서울특별시 관악구 신림동 1433-158,2,3,1,0,0,0,5,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,2024-09,2024-11-01
4310,공중화장실,법제3조제16호-영제3조제1항제1호,1-2 신대방역 공중화장실,서울특별시 관악구 난곡로 374,서울특별시 관악구 신림동 516,1,3,1,0,0,0,4,1,0,서울특별시 관악구청 녹색환경과,02-879-6274,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-11-01
4311,개방화장실,법제3조제16호-영제3조제1항제1호,책이랑놀이랑도서관,서울특별시 관악구 행운1길 12,서울특별시 관악구 봉천동 1675-12,1,1,0,0,1,0,1,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4312,개방화장실,법제3조제16호-영제3조제1항제1호,조원도서관,서울특별시 관악구 조원로12길 25,서울특별시 관악구 신림동 568-27,4,4,0,0,1,2,5,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~20:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4313,공중화장실,법제3조제16호-영제3조제1항제1호,김삼준문화복지기념관,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,7,8,0,0,2,1,8,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4314,공중화장실,법제3조제16호-영제3조제1항제1호,관악문화도서관,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,28,48,0,0,0,0,41,0,0,관악구 문화관광체육과,02-879-5721,정시,07:00~23:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4315,공중화장실,법제3조제16호-영제3조제1항제1호,은천동작은도서관,서울특별시 관악구 봉천로33나길 30,서울특별시 관악구 봉천동 905-29,2,4,0,0,0,0,4,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~20:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4316,공중화장실,법제3조제16호-영제3조제1항제1호,하난곡작은도서관,서울특별시 관악구 난우10가길 20-7,서울특별시 관악구 신림동 597-96,1,3,0,0,3,0,0,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4317,공중화장실,법제3조제16호-영제3조제1항제1호,성현동작은도서관,서울특별시 관악구 관악로37길 56,서울특별시 관악구 봉천동 1703-1,2,2,0,0,0,0,2,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~22:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4318,공중화장실,법제3조제16호-영제3조제1항제1호,글빛정보도서관 화장실,서울특별시 관악구 관악로30길 23,서울특별시 관악구 봉천동 1717-4,7,8,0,0,0,0,8,0,0,관악구 문화관광체육과,02-879-5721,정시,09:00~22:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2024-11-01
4319,공중화장실,법제3조제16호-영제3조제1항제1호,청소년독서실,서울특별시 관악구 난곡로 58길 15,서울특별시 관악구 신림동 산197-31,1,0,0,0,0,0,0,0,0,관악구청 아동청소년과,02-879-6173,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4320,공중화장실,법제3조제16호-영제3조제1항제1호,시립관악노인종합복지관,서울특별시 관악구 보라매로 35,서울특별시 관악구 봉천동 726-3,2,2,1,1,0,0,3,1,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2024-11-01
4321,공중화장실,법제3조제16호-영제3조제1항제1호,돌샘경로당,"서울특별시 관악구 호암로18나길 5, 지하1층",서울특별시 관악구 신림동 306-12,1,0,0,0,0,0,1,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4322,공중화장실,법제3조제16호-영제3조제1항제1호,강남경로당,서울특별시 관악구 조원로4길 24,서울특별시 관악구 신림동 1657-3,2,2,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4323,공중화장실,법제3조제16호-영제3조제1항제1호,조원경로당,서울특별시 관악구 조원로 48,서울특별시 관악구 신림동 560-6,1,0,0,0,0,0,1,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4324,공중화장실,법제3조제16호-영제3조제1항제1호,덕양경로당,서울특별시 관악구 인헌4길 20,서울특별시 관악구 봉천동 1637-13,1,1,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4325,공중화장실,법제3조제16호-영제3조제1항제1호,밤골경로당,서울특별시 관악구 인헌3가길 8,서울특별시 관악구 봉천동 1642-4,1,0,0,0,0,0,1,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4326,공중화장실,법제3조제16호-영제3조제1항제1호,성현경로당 화장실,서울특별시 관악구 은천로35길 40-3,서울특별시 관악구 봉천동 41-34,1,1,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4327,공중화장실,법제3조제16호-영제3조제1항제1호,중앙경로당 화장실,서울특별시 관악구 은천로26길 14,서울특별시 관악구 봉천동 457-208,1,1,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~15:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4328,공중화장실,법제3조제16호-영제3조제1항제1호,구암경로당 화장실,서울특별시 관악구 은천로23길 19,서울특별시 관악구 봉천동 480-111,1,1,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4329,공중화장실,법제3조제16호-영제3조제1항제1호,국사봉경로당,서울특별시 관악구 은천로15길 13-2,서울특별시 관악구 봉천동 622-70,1,1,0,0,0,0,1,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4330,공중화장실,법제3조제16호-영제3조제1항제1호,율곡경로당,서울특별시 관악구 원신길 260,서울특별시 관악구 신림동 321-6,1,1,0,0,0,0,1,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4331,공중화장실,법제3조제16호-영제3조제1항제1호,원신경로당,서울특별시 관악구 양지10길 15-1,서울특별시 관악구 신림동 368-8,2,0,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4332,공중화장실,법제3조제16호-영제3조제1항제1호,장수경로당,서울특별시 관악구 양녕로6다길 11-4,서울특별시 관악구 봉천동 1512-9,1,1,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~15:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4333,공중화장실,법제3조제16호-영제3조제1항제1호,삼광경로당,서울특별시 관악구 약수암길 33,서울특별시 관악구 신림동 316-95,1,0,0,0,0,0,2,0,0,관악구청 어르신복지과,02-888-6144,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,,2024-11-01
4334,공중화장실,법제3조제1호,장군봉 근린공원 화장실,서울특별시 관악구 장군봉길 92-40,서울특별시 관악구 봉천동 산 151-139,2,3,0,0,1,0,2,1,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4335,공중화장실,법제3조제1호,낙성대 둘레길 화장실,서울특별시 관악구 낙성대로 76-8,서울특별시 관악구 봉천동 산 51-1,2,2,0,0,0,0,3,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4336,공중화장실,법제3조제1호,신림근린공원 화장실,서울특별시 관악구 난곡로64길 54,서울특별시 관악구 신림동 1707-1,1,2,0,0,0,0,3,0,0,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-11-01
4337,공중화장실,법제3조제1호,관음사 둘레길 화장실,서울특별시 관악구 승방1길 109-42,서울특별시 관악구 남현동 산 57-4,1,2,1,0,1,0,3,1,1,서울특별시 관악구청 공원녹지과,02-879-6526,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-11-01
